Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"ObjName","1.2.1","Long","","RO","99999990","","","","","","","","","","Шкаф серверный. АРМ оператора МНС-2 (осн.) А20",""
"Ports.ifInOctets-01","1.3.6.1.2.1.2.2.1.10.21","DWord","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"Ports.ifInOctets-02","1.3.6.1.2.1.2.2.1.10.20","DWord","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"Ports.ifOperStatus-01","1.3.6.1.2.1.2.2.1.8.21","Long","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"Ports.ifOperStatus-02","1.3.6.1.2.1.2.2.1.8.20","Long","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"Ports.ipAdEntNetMask-01",".1.3.6.1.2.1.4.20.1.3.192.168.202.17","String","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"Ports.ipAdEntNetMask-02",".1.3.6.1.2.1.4.20.1.3.192.168.202.145","String","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"Ports.ipAdEntAddr-01",".1.3.6.1.2.1.4.20.1.1.192.168.202.17","String","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (осн.) A5/2",""
"Ports.ipAdEntAddr-02",".1.3.6.1.2.1.4.20.1.1.192.168.202.145","String","","RO","1000","","","","","","","","","","ШС. Коммутатор L3 (рез.) A6/2",""
"State.CPULoad1",".1.3.6.1.4.1.232.19.2.3.2.1.4.1","Long","","RO","1000","","","","","","","","","","Загрузка 1 ядра CPU",""
"State.CPULoad2",".1.3.6.1.4.1.232.19.2.3.2.1.4.2","Long","","RO","1000","","","","","","","","","","Загрузка 2 ядра CPU",""
"State.CPULoad3",".1.3.6.1.4.1.232.19.2.3.2.1.4.3","Long","","RO","1000","","","","","","","","","","Загрузка 3 ядра CPU",""
"State.CPULoad4",".1.3.6.1.4.1.232.19.2.3.2.1.4.4","Long","","RO","1000","","","","","","","","","","Загрузка 4 ядра CPU",""
"State.CPULoad5",".1.3.6.1.4.1.232.19.2.3.2.1.4.5","Long","","RO","1000","","","","","","","","","","Загрузка 5 ядра CPU",""
"State.CPULoad6",".1.3.6.1.4.1.232.19.2.3.2.1.4.6","Long","","RO","1000","","","","","","","","","","Загрузка 6 ядра CPU",""
"State.CPULoad7",".1.3.6.1.4.1.232.19.2.3.2.1.4.7","Long","","RO","1000","","","","","","","","","","Загрузка 7 ядра CPU",""
"State.CPULoad8",".1.3.6.1.4.1.232.19.2.3.2.1.4.8","Long","","RO","1000","","","","","","","","","","Загрузка 8 ядра CPU",""
"State.CPULoadTotal",".1.3.6.1.4.1.232.19.2.3.2.1.4.9","Long","","RO","1000","","","","","","","","","","Общая загрузка CPU",""
"State.HDDSize1",".1.3.6.1.4.1.232.11.2.4.1.1.3.0","Long","","RO","1000","","","","","","","","","","Размер диска 1",""
"State.HDDSize2",".1.3.6.1.4.1.232.11.2.4.1.1.3.1","Long","","RO","1000","","","","","","","","","","Размер диска 2",""
"State.HDDUsed1",".1.3.6.1.4.1.232.11.2.4.1.1.4.0","Long","","RO","1000","","","","","","","","","","Используемый размер диска 1",""
"State.HDDUsed2",".1.3.6.1.4.1.232.11.2.4.1.1.4.1","Long","","RO","1000","","","","","","","","","","Используемый размер диска 2",""
"State.HDDUsedPercent1",".1.3.6.1.4.1.232.11.2.4.1.1.5.0","Long","","RO","1000","","","","","","","","","","Используемый размер диска 1, в процентах",""
"State.HDDUsedPercent2",".1.3.6.1.4.1.232.11.2.4.1.1.5.1","Long","","RO","1000","","","","","","","","","","Используемый размер диска 2, в процентах",""
"State.HDDState1",".1.3.6.1.4.1.232.3.2.5.1.1.6.0.0","Long","","RO","1000","","","","","","","","","","Статус жесткого диска 1",""
"State.HDDState2",".1.3.6.1.4.1.232.3.2.5.1.1.6.0.1","Long","","RO","1000","","","","","","","","","","Статус жесткого диска 2",""
"State.PMem",".1.3.6.1.4.1.232.11.2.13.1.0","Long","","RO","1000","","","","","","","","","","Размер физической памяти",""
"State.PMemFree",".1.3.6.1.4.1.232.11.2.13.2.0","Long","","RO","1000","","","","","","","","","","Размер свободной физической памяти",""
"State.VMem",".1.3.6.1.4.1.232.11.2.13.3.0","Long","","RO","1000","","","","","","","","","","Размер виртуальной памяти",""
"State.VMemFree",".1.3.6.1.4.1.232.11.2.13.4.0","Long","","RO","1000","","","","","","","","","","Размер свободной виртуальной памяти",""
"State.CPUTemp",".1.3.6.1.4.1.232.6.2.6.8.1.4.1.2","Long","","RO","1000","","","","","","","","","","Температура процессора",""
"State.MemTemp",".1.3.6.1.4.1.232.6.2.6.8.1.4.1.5","Long","","RO","1000","","","","","","","","","","Температура модулей памяти",""
"State.BoardTemp",".1.3.6.1.4.1.232.6.2.6.8.1.4.1.1","Long","","RO","1000","","","","","","","","","","Температура платы",""
"State.HDD_RAIDStatus1",".1.3.6.1.4.1.232.3.2.3.1.1.4.0.1","Short","","RO","1000","","","","","","","","","","Статус RAID-массива",""
"State.HDD_RAIDStatus2",".1.3.6.1.4.1.232.3.2.3.1.1.4.0.2","Short","","RO","1000","","","","","","","","","","Статус RAID-массива",""
"State.HDD_RAIDStatus3",".1.3.6.1.4.1.232.3.2.3.1.1.4.0.3","Short","","RO","1000","","","","","","","","","","Статус RAID-массива",""
"State.FanState",".1.3.6.1.4.1.232.6.2.6.4.0","Short","","RO","1000","","","","","","","","","","Состояние вентилятора",""
"State.sysUpTime","1.3.6.1.2.1.1.3.0","Long","","RO","1000","","","","","","","","","","Время работы устройства",""
"State.PowerState1",".1.3.6.1.4.1.232.6.2.9.3.1.4.1.1","Short","","RO","1000","","","","","","","","","","Состояние источника питания 1",""
"State.PowerState2",".1.3.6.1.4.1.232.6.2.9.3.1.4.1.2","Short","","RO","1000","","","","","","","","","","Состояние источника питания 2",""
