Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"ObjName","1.2.1","Long","","RO","99999990","","","","","","","","","","Шкаф серверный. Коммутатор L3 ЛВС (осн.) A5",""
"Ports.ifAdminStatus-01","1.3.6.1.2.1.2.2.1.7.8","Long","","RO","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"Ports.ifAdminStatus-02","1.3.6.1.2.1.2.2.1.7.9","Long","","RO","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"Ports.ifAdminStatus-03","1.3.6.1.2.1.2.2.1.7.10","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-04","1.3.6.1.2.1.2.2.1.7.11","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-05","1.3.6.1.2.1.2.2.1.7.12","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-06","1.3.6.1.2.1.2.2.1.7.13","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-07","1.3.6.1.2.1.2.2.1.7.14","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-08","1.3.6.1.2.1.2.2.1.7.15","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-09","1.3.6.1.2.1.2.2.1.7.16","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-10","1.3.6.1.2.1.2.2.1.7.17","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-11","1.3.6.1.2.1.2.2.1.7.18","Long","","RO","1000","","","","","","","","","","АРМ инженера ТСПД",""
"Ports.ifAdminStatus-12","1.3.6.1.2.1.2.2.1.7.19","Long","","RO","1000","","","","","","","","","","Принтер",""
"Ports.ifAdminStatus-13","1.3.6.1.2.1.2.2.1.7.20","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-14","1.3.6.1.2.1.2.2.1.7.21","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"Ports.ifAdminStatus-15","1.3.6.1.2.1.2.2.1.7.22","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-16","1.3.6.1.2.1.2.2.1.7.23","Long","","RO","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"Ports.ifAdminStatus-17","1.3.6.1.2.1.2.2.1.7.24","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-18","1.3.6.1.2.1.2.2.1.7.25","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-19","1.3.6.1.2.1.2.2.1.7.26","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-20","1.3.6.1.2.1.2.2.1.7.27","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-21","1.3.6.1.2.1.2.2.1.7.28","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-22","1.3.6.1.2.1.2.2.1.7.29","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-23","1.3.6.1.2.1.2.2.1.7.30","Long","","RO","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"Ports.ifAdminStatus-24","1.3.6.1.2.1.2.2.1.7.31","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-25","1.3.6.1.2.1.2.2.1.7.32","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-26","1.3.6.1.2.1.2.2.1.7.33","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-27","1.3.6.1.2.1.2.2.1.7.34","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifAdminStatus-28","1.3.6.1.2.1.2.2.1.7.35","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-01","1.3.6.1.2.1.2.2.1.14.8","DWord","","RO","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"Ports.ifInErrors-02","1.3.6.1.2.1.2.2.1.14.9","DWord","","RO","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"Ports.ifInErrors-03","1.3.6.1.2.1.2.2.1.14.10","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-04","1.3.6.1.2.1.2.2.1.14.11","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-05","1.3.6.1.2.1.2.2.1.14.12","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-06","1.3.6.1.2.1.2.2.1.14.13","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-07","1.3.6.1.2.1.2.2.1.14.14","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-08","1.3.6.1.2.1.2.2.1.14.15","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-09","1.3.6.1.2.1.2.2.1.14.16","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-10","1.3.6.1.2.1.2.2.1.14.17","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-11","1.3.6.1.2.1.2.2.1.14.18","DWord","","RO","1000","","","","","","","","","","АРМ инженера ТСПД",""
"Ports.ifInErrors-12","1.3.6.1.2.1.2.2.1.14.19","DWord","","RO","1000","","","","","","","","","","Принтер",""
"Ports.ifInErrors-13","1.3.6.1.2.1.2.2.1.14.20","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-14","1.3.6.1.2.1.2.2.1.14.21","DWord","","RO","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"Ports.ifInErrors-15","1.3.6.1.2.1.2.2.1.14.22","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-16","1.3.6.1.2.1.2.2.1.14.23","DWord","","RO","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"Ports.ifInErrors-17","1.3.6.1.2.1.2.2.1.14.24","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-18","1.3.6.1.2.1.2.2.1.14.25","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-19","1.3.6.1.2.1.2.2.1.14.26","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-20","1.3.6.1.2.1.2.2.1.14.27","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-21","1.3.6.1.2.1.2.2.1.14.28","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-22","1.3.6.1.2.1.2.2.1.14.29","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-23","1.3.6.1.2.1.2.2.1.14.30","DWord","","RO","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"Ports.ifInErrors-24","1.3.6.1.2.1.2.2.1.14.31","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-25","1.3.6.1.2.1.2.2.1.14.32","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-26","1.3.6.1.2.1.2.2.1.14.33","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-27","1.3.6.1.2.1.2.2.1.14.34","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInErrors-28","1.3.6.1.2.1.2.2.1.14.35","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-01","1.3.6.1.2.1.2.2.1.10.8","DWord","","RO","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"Ports.ifInOctets-02","1.3.6.1.2.1.2.2.1.10.9","DWord","","RO","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"Ports.ifInOctets-03","1.3.6.1.2.1.2.2.1.10.10","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-04","1.3.6.1.2.1.2.2.1.10.11","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-05","1.3.6.1.2.1.2.2.1.10.12","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-06","1.3.6.1.2.1.2.2.1.10.13","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-07","1.3.6.1.2.1.2.2.1.10.14","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-08","1.3.6.1.2.1.2.2.1.10.15","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-09","1.3.6.1.2.1.2.2.1.10.16","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-10","1.3.6.1.2.1.2.2.1.10.17","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-11","1.3.6.1.2.1.2.2.1.10.18","DWord","","RO","1000","","","","","","","","","","АРМ инженера ТСПД",""
"Ports.ifInOctets-12","1.3.6.1.2.1.2.2.1.10.19","DWord","","RO","1000","","","","","","","","","","Принтер",""
