MNS.DG.Connect.NPS.ObjName,1,UInt4,5
MNS.DG.Connect.NPS.ObjName,101,String,"МПСА НПС Лопатино"
MNS.DG.Connect.NPS.ObjName,3,UInt4,192
MNS.DG.Connect.NPS.Link,1,UInt4,5
MNS.DG.Connect.NPS.Link,101,String,"МПСА НПС Лопатино Наличие связи с устройством"
MNS.DG.Connect.NPS.Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(212) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(0) Category=()}"
MNS.DG.Connect.NPS.Channel1Link,1,UInt4,5
MNS.DG.Connect.NPS.Channel1Link,101,String,"МПСА НПС Лопатино Наличие связи с устройством по каналу 1"
MNS.DG.Connect.NPS.Channel1Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(213) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(0) Category=()}"
MNS.DG.Connect.NPS.Channel2Link,1,UInt4,5
MNS.DG.Connect.NPS.Channel2Link,101,String,"МПСА НПС Лопатино Наличие связи с устройством по каналу 2"
MNS.DG.Connect.NPS.Channel2Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(214) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(0) Category=()}"
MNS.DG.Connect.NPS_KNPZ.ObjName,1,UInt4,5
MNS.DG.Connect.NPS_KNPZ.ObjName,101,String,"МПСА НПС Лопатино-КНПЗ"
MNS.DG.Connect.NPS_KNPZ.ObjName,3,UInt4,192
MNS.DG.Connect.NPS_KNPZ.Link,1,UInt4,5
MNS.DG.Connect.NPS_KNPZ.Link,101,String,"МПСА НПС Лопатино-КНПЗ Наличие связи с устройством"
MNS.DG.Connect.NPS_KNPZ.Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(212) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(1) Category=()}"
MNS.DG.Connect.NPS_KNPZ.Channel1Link,1,UInt4,5
MNS.DG.Connect.NPS_KNPZ.Channel1Link,101,String,"МПСА НПС Лопатино-КНПЗ Наличие связи с устройством по каналу 1"
MNS.DG.Connect.NPS_KNPZ.Channel1Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(213) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(1) Category=()}"
MNS.DG.Connect.NPS_KNPZ.Channel2Link,1,UInt4,5
MNS.DG.Connect.NPS_KNPZ.Channel2Link,101,String,"МПСА НПС Лопатино-КНПЗ Наличие связи с устройством по каналу 2"
MNS.DG.Connect.NPS_KNPZ.Channel2Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(214) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(1) Category=()}"
MNS.DG.Connect.ASPT.ObjName,1,UInt4,5
MNS.DG.Connect.ASPT.ObjName,101,String,"АСПТ"
MNS.DG.Connect.ASPT.ObjName,3,UInt4,192
MNS.DG.Connect.ASPT.Link,1,UInt4,5
MNS.DG.Connect.ASPT.Link,101,String,"АСПТ Наличие связи с устройством"
MNS.DG.Connect.ASPT.Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(212) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(2) Category=()}"
MNS.DG.Connect.ASPT.Channel1Link,1,UInt4,5
MNS.DG.Connect.ASPT.Channel1Link,101,String,"АСПТ Наличие связи с устройством по каналу 1"
MNS.DG.Connect.ASPT.Channel1Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(213) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(2) Category=()}"
MNS.DG.Connect.ASPT.Channel2Link,1,UInt4,5
MNS.DG.Connect.ASPT.Channel2Link,101,String,"АСПТ Наличие связи с устройством по каналу 2"
MNS.DG.Connect.ASPT.Channel2Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(214) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(2) Category=()}"
MNS.DG.Connect.RP.ObjName,1,UInt4,5
MNS.DG.Connect.RP.ObjName,101,String,"МПСА РП"
MNS.DG.Connect.RP.ObjName,3,UInt4,192
MNS.DG.Connect.RP.Link,1,UInt4,5
MNS.DG.Connect.RP.Link,101,String,"МПСА РП Наличие связи с устройством"
MNS.DG.Connect.RP.Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(212) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(3) Category=()}"
MNS.DG.Connect.RP.Channel1Link,1,UInt4,5
MNS.DG.Connect.RP.Channel1Link,101,String,"МПСА РП Наличие связи с устройством по каналу 1"
MNS.DG.Connect.RP.Channel1Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(213) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(3) Category=()}"
MNS.DG.Connect.RP.Channel2Link,1,UInt4,5
MNS.DG.Connect.RP.Channel2Link,101,String,"МПСА РП Наличие связи с устройством по каналу 2"
MNS.DG.Connect.RP.Channel2Link,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(214) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(3) Category=()}"
MNS.DG.Connect.BIK.ObjName,1,UInt4,5
