MNS.DG.KC.CST01_01.EUnits,1,UInt4,9
MNS.DG.KC.CST01_01.EUnits,101,String,"°C"
MNS.DG.KC.CST01_01.EUnits,3,UInt4,192
MNS.DG.KC.CST01_01.Imit,1,UInt4,5
MNS.DG.KC.CST01_01.Imit,101,String,"Режим Имитация"
MNS.DG.KC.CST01_01.Imit,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(4023) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(7) Category=()}"
MNS.DG.KC.CST01_01.ObjName,1,UInt4,9
MNS.DG.KC.CST01_01.ObjName,101,String,"Температура воздуха в шкафу ССН.КЦ"
MNS.DG.KC.CST01_01.ObjName,3,UInt4,192
MNS.DG.KC.CST01_01.ObjNum,1,UInt4,9
MNS.DG.KC.CST01_01.ObjNum,101,String,"1"
MNS.DG.KC.CST01_01.ObjNum,3,UInt4,192
MNS.DG.KC.CST01_01.State,1,UInt4,9
MNS.DG.KC.CST01_01.State,101,String,"CST01_01"
MNS.DG.KC.CST01_01.State,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(4023) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
MNS.DG.KC.CST01_01.Uncertain,1,UInt4,5
MNS.DG.KC.CST01_01.Uncertain,101,String,"Недостоверность"
MNS.DG.KC.CST01_01.Uncertain,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(4023) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(5) Category=()}"
MNS.DG.KC.CST01_01.Uncertain_HARD,1,UInt4,5
MNS.DG.KC.CST01_01.Uncertain_HARD,101,String,"Аппаратная недостоверность"
MNS.DG.KC.CST01_01.Uncertain_HARD,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(4023) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(6) Category=()}"
MNS.DG.KC.CST01_01.Channels,1,UInt4,9
MNS.DG.KC.CST01_01.Channels,101,String,"DG.KC.A5.M8:0"
MNS.DG.KC.CST01_01.Channels,3,UInt4,192
MNS.DG.KC.CST01_01.Value,1,UInt4,14
MNS.DG.KC.CST01_01.Value,101,String,"Значение аналогового параметра"
MNS.DG.KC.CST01_01.Value,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(3000) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TMF4) Category=()}"
MNS.DG.KC.CST01_01.FieldValue,1,UInt4,14
MNS.DG.KC.CST01_01.FieldValue,101,String,"Значение аналогового параметра с поля"
MNS.DG.KC.CST01_01.FieldValue,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(32778) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TMF4) Category=()}"
MNS.DG.KC.CST01_01.RawValue,1,UInt4,14
MNS.DG.KC.CST01_01.RawValue,101,String,"Значение аналогового параметра (для истории)"
MNS.DG.KC.CST01_01.RawValue,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(30674) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TMF4) Category=()}"
MNS.DG.KC.CST01_01.RawValue,5100,Double,-20
MNS.DG.KC.CST01_01.RawValue,5102,Double,80
MNS.DG.KC.CST01_01.RawValue,5103,Double,-20
MNS.DG.KC.CST01_01.RawValue,5105,Double,80
MNS.DG.KC.CST01_01.RawValue,9001,Bool,True
MNS.DG.KC.CST01_01.RawValue,9002,String,"{Deadband=(0.1) ServerTime=(1) MinTime=(100)}"
MNS.DG.KC.CST01_01.FieldCurrent,1,UInt4,9
MNS.DG.KC.CST01_01.FieldCurrent,101,String,"Значение тока"
MNS.DG.KC.CST01_01.FieldCurrent,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(5801) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
MNS.DG.KC.CST01_01.FieldCurrent,5100,Double,0
MNS.DG.KC.CST01_01.FieldCurrent,5102,Double,1000
MNS.DG.KC.CST01_01.FieldCurrent,5103,Double,0
MNS.DG.KC.CST01_01.FieldCurrent,5105,Double,1
MNS.DG.KC.CST01_01.FieldCurrent,100,String,мА
MNS.DG.KC.CST01_01.Ust.CtrlUst,1,UInt4,9
MNS.DG.KC.CST01_01.Ust.CtrlUst,101,String,"Контроль наличия уставок"
MNS.DG.KC.CST01_01.Ust.CtrlUst,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(11065) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
MNS.DG.KC.CST01_01.DisAlm.Max1,1,UInt4,5
MNS.DG.KC.CST01_01.DisAlm.Max1,101,String,"Контроль оперативных сообщений Макс1"
MNS.DG.KC.CST01_01.DisAlm.Max1,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(11066) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(7) Category=()}"
WR_MNS.DG.KC.CST01_01.DisAlm.Max1,1,UInt4,5
WR_MNS.DG.KC.CST01_01.DisAlm.Max1,101,String,"Контроль оперативных сообщений Макс1"
WR_MNS.DG.KC.CST01_01.DisAlm.Max1,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(11066) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TC) BitPosition=(7) Category=()}"
MNS.DG.KC.CST01_01.DisAlm.Max2,1,UInt4,5
MNS.DG.KC.CST01_01.DisAlm.Max2,101,String,"Контроль оперативных сообщений Макс2"
MNS.DG.KC.CST01_01.DisAlm.Max2,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(11066) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TS) BitPosition=(8) Category=()}"
WR_MNS.DG.KC.CST01_01.DisAlm.Max2,1,UInt4,5
WR_MNS.DG.KC.CST01_01.DisAlm.Max2,101,String,"Контроль оперативных сообщений Макс2"
WR_MNS.DG.KC.CST01_01.DisAlm.Max2,5000,String,"{ ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(11066) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TC) BitPosition=(8) Category=()}"
MNS.DG.KC.CST01_01.DisAlm.Max3,1,UInt4,5
