MNS.UST.Protect.NA1.T001,1, UInt4, 9
MNS.UST.Protect.NA1.T001,6,Float,1000
MNS.UST.Protect.NA1.T001,101,String,"МНА №11. Аварийная максимальная температура корпуса насоса"
MNS.UST.Protect.NA1.T001,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8097) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T001,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T001,6,Float,1000
WR_MNS.UST.Protect.NA1.T001,101,String,"МНА №11. Аварийная максимальная температура корпуса насоса"
WR_MNS.UST.Protect.NA1.T001,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8097) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T002,1, UInt4, 9
MNS.UST.Protect.NA1.T002,6,Float,1000
MNS.UST.Protect.NA1.T002,101,String,"МНА №11. Недостоверность измерений температуры корпуса насоса"
MNS.UST.Protect.NA1.T002,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8098) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T002,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T002,6,Float,1000
WR_MNS.UST.Protect.NA1.T002,101,String,"МНА №11. Недостоверность измерений температуры корпуса насоса"
WR_MNS.UST.Protect.NA1.T002,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8098) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T003,1, UInt4, 9
MNS.UST.Protect.NA1.T003,6,Float,1000
MNS.UST.Protect.NA1.T003,101,String,"МНА №11. Аварийная максимальная температура переднего подшипника ЭД"
MNS.UST.Protect.NA1.T003,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8099) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T003,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T003,6,Float,1000
WR_MNS.UST.Protect.NA1.T003,101,String,"МНА №11. Аварийная максимальная температура переднего подшипника ЭД"
WR_MNS.UST.Protect.NA1.T003,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8099) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T004,1, UInt4, 9
MNS.UST.Protect.NA1.T004,6,Float,1000
MNS.UST.Protect.NA1.T004,101,String,"МНА №11. Аварийная максимальная температура заднего подшипника ЭД"
MNS.UST.Protect.NA1.T004,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8100) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T004,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T004,6,Float,1000
WR_MNS.UST.Protect.NA1.T004,101,String,"МНА №11. Аварийная максимальная температура заднего подшипника ЭД"
WR_MNS.UST.Protect.NA1.T004,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8100) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T005,1, UInt4, 9
MNS.UST.Protect.NA1.T005,6,Float,1000
MNS.UST.Protect.NA1.T005,101,String,"МНА №11. Аварийная максимальная температура переднего подшипника насоса"
MNS.UST.Protect.NA1.T005,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8101) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T005,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T005,6,Float,1000
WR_MNS.UST.Protect.NA1.T005,101,String,"МНА №11. Аварийная максимальная температура переднего подшипника насоса"
WR_MNS.UST.Protect.NA1.T005,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8101) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T006,1, UInt4, 9
MNS.UST.Protect.NA1.T006,6,Float,1000
MNS.UST.Protect.NA1.T006,101,String,"МНА №11. Аварийная максимальная температура заднего опорного подшипника насоса"
MNS.UST.Protect.NA1.T006,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8102) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T006,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T006,6,Float,1000
WR_MNS.UST.Protect.NA1.T006,101,String,"МНА №11. Аварийная максимальная температура заднего опорного подшипника насоса"
WR_MNS.UST.Protect.NA1.T006,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8102) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T007,1, UInt4, 9
MNS.UST.Protect.NA1.T007,6,Float,1000
MNS.UST.Protect.NA1.T007,101,String,"МНА №11. Аварийная максимальная температура масла на сливе из переднего подшипника ЭД"
MNS.UST.Protect.NA1.T007,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8103) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T007,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T007,6,Float,1000
WR_MNS.UST.Protect.NA1.T007,101,String,"МНА №11. Аварийная максимальная температура масла на сливе из переднего подшипника ЭД"
WR_MNS.UST.Protect.NA1.T007,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8103) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T008,1, UInt4, 9
MNS.UST.Protect.NA1.T008,6,Float,1000
MNS.UST.Protect.NA1.T008,101,String,"МНА №11. Аварийная максимальная температура масла на сливе из заднего подшипника ЭД"
MNS.UST.Protect.NA1.T008,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8104) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T008,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T008,6,Float,1000
WR_MNS.UST.Protect.NA1.T008,101,String,"МНА №11. Аварийная максимальная температура масла на сливе из заднего подшипника ЭД"
WR_MNS.UST.Protect.NA1.T008,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8104) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T009,1, UInt4, 9
MNS.UST.Protect.NA1.T009,6,Float,1000
MNS.UST.Protect.NA1.T009,101,String,"МНА №11. Аварийная максимальная температура холодного воздуха в корпусе ЭД"
MNS.UST.Protect.NA1.T009,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8105) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T009,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T009,6,Float,1000
WR_MNS.UST.Protect.NA1.T009,101,String,"МНА №11. Аварийная максимальная температура холодного воздуха в корпусе ЭД"
WR_MNS.UST.Protect.NA1.T009,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8105) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T010,1, UInt4, 9
MNS.UST.Protect.NA1.T010,6,Float,1000
MNS.UST.Protect.NA1.T010,101,String,"МНА №11. Недостоверность измерений температуры переднего подшипника ЭД"
MNS.UST.Protect.NA1.T010,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8106) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TM2) Signed=(True) Category=()}"
WR_MNS.UST.Protect.NA1.T010,1, UInt4, 9
WR_MNS.UST.Protect.NA1.T010,6,Float,1000
WR_MNS.UST.Protect.NA1.T010,101,String,"МНА №11. Недостоверность измерений температуры переднего подшипника ЭД"
WR_MNS.UST.Protect.NA1.T010,5000,String,"{ModuleId=(MBTCP) Protocol=(ModbusTCP) Station=(1) Address=(8106) Table=(Holding Registers) Type=(Protocol) ProtocolType=(TR2) Signed=(True) Category=()}"
MNS.UST.Protect.NA1.T011,1, UInt4, 9
MNS.UST.Protect.NA1.T011,6,Float,1000
